State,Industry,Year,Value
Illinois,Financial Activities,2017,37.9675
Illinois,Financial Activities,2018,38.15714285714286
Illinois,Information,2008,26.246666666666666
Illinois,Information,2009,26.5025
Illinois,Information,2010,26.605833333333337
Illinois,Information,2011,27.022499999999997
Illinois,Information,2012,27.687500000000004
Illinois,Information,2013,29.785000000000007
Illinois,Information,2014,31.470000000000002
Illinois,Information,2015,31.840000000000003
Illinois,Information,2016,31.985
Illinois,Information,2017,33.571666666666665
Illinois,Information,2018,35.07
Illinois,Leisure and Hospitality,2008,12.370833333333335
Illinois,Leisure and Hospitality,2009,12.587499999999999
Illinois,Leisure and Hospitality,2010,12.499999999999998
Illinois,Leisure and Hospitality,2011,12.81666666666667
Illinois,Leisure and Hospitality,2012,13.144166666666669
Illinois,Leisure and Hospitality,2013,12.625
Illinois,Leisure and Hospitality,2014,13.266666666666666
Illinois,Leisure and Hospitality,2015,14.1025
Illinois,Leisure and Hospitality,2016,14.778333333333336
Illinois,Leisure and Hospitality,2017,15.297500000000001
Illinois,Leisure and Hospitality,2018,15.807142857142859
Illinois,Manufacturing,2008,21.6775
Illinois,Manufacturing,2009,22.09583333333333
Illinois,Manufacturing,2010,22.90166666666666
Illinois,Manufacturing,2011,24.03
Illinois,Manufacturing,2012,24.125833333333333
Illinois,Manufacturing,2013,24.449166666666667
Illinois,Manufacturing,2014,24.93083333333333
Illinois,Manufacturing,2015,25.666666666666668
Illinois,Manufacturing,2016,25.724999999999998
Illinois,Manufacturing,2017,25.40833333333333
Illinois,Manufacturing,2018,25.97142857142857
Illinois,Other Services,2008,21.602500000000003
Illinois,Other Services,2009,21.893333333333334
Illinois,Other Services,2010,22.099999999999998
Illinois,Other Services,2011,21.689999999999998
Illinois,Other Services,2012,22.9475
Illinois,Other Services,2013,23.757500000000004
Illinois,Other Services,2014,24.75
Illinois,Other Services,2015,25.49083333333333
Illinois,Other Services,2016,26.569166666666664
Illinois,Other Services,2017,25.935000000000002
Illinois,Other Services,2018,26.945714285714285
Illinois,Professional and Business Services,2008,27.690833333333334
Illinois,Professional and Business Services,2009,28.084166666666672
Illinois,Professional and Business Services,2010,28.14083333333333
Illinois,Professional and Business Services,2011,27.9725
Illinois,Professional and Business Services,2012,28.301666666666662
Illinois,Professional and Business Services,2013,28.472499999999997
Illinois,Professional and Business Services,2014,28.73833333333333
Illinois,Professional and Business Services,2015,28.99833333333333
Illinois,Professional and Business Services,2016,29.717499999999998
Illinois,Professional and Business Services,2017,30.203333333333333
Illinois,Professional and Business Services,2018,31.34857142857143
Illinois,Trade Transportation and Utilities,2008,19.465833333333336
Illinois,Trade Transportation and Utilities,2009,19.755000000000003
Illinois,Trade Transportation and Utilities,2010,20.209166666666665
Illinois,Trade Transportation and Utilities,2011,20.970833333333335
Illinois,Trade Transportation and Utilities,2012,21.760833333333334
Illinois,Trade Transportation and Utilities,2013,22.5625
Illinois,Trade Transportation and Utilities,2014,22.995833333333334
Illinois,Trade Transportation and Utilities,2015,23.325833333333332
Illinois,Trade Transportation and Utilities,2016,23.511666666666667
Illinois,Trade Transportation and Utilities,2017,23.71166666666667
Illinois,Trade Transportation and Utilities,2018,24.36285714285714
Indiana,Construction,2008,23.34833333333334
Indiana,Construction,2009,24.377499999999998
Indiana,Construction,2010,25.9675
Indiana,Construction,2011,26.38
Indiana,Construction,2012,27.034166666666664
Indiana,Construction,2013,27.19333333333333
Indiana,Construction,2014,26.965
Indiana,Construction,2015,26.944999999999997
Indiana,Construction,2016,27.494999999999994
Indiana,Construction,2017,28.848333333333333
Indiana,Construction,2018,28.53
Indiana,Financial Activities,2008,21.698333333333334
Indiana,Financial Activities,2009,23.00916666666667
Indiana,Financial Activities,2010,23.85416666666667
Indiana,Financial Activities,2011,22.96166666666667
Indiana,Financial Activities,2012,22.633333333333336
Indiana,Financial Activities,2013,24.714166666666667
Indiana,Financial Activities,2014,24.318333333333328
Indiana,Financial Activities,2015,23.6575
Indiana,Financial Activities,2016,26.059166666666666
Indiana,Financial Activities,2017,27.340000000000003
Indiana,Financial Activities,2018,28.390000000000004
Indiana,Leisure and Hospitality,2008,11.384166666666665
Indiana,Leisure and Hospitality,2009,11.908333333333333
Indiana,Leisure and Hospitality,2010,12.450000000000001
Indiana,Leisure and Hospitality,2011,12.490833333333335
Indiana,Leisure and Hospitality,2012,12.329166666666666
Indiana,Leisure and Hospitality,2013,12.138333333333335
Indiana,Leisure and Hospitality,2014,12.3775
Indiana,Leisure and Hospitality,2015,12.835833333333333
Indiana,Leisure and Hospitality,2016,13.390833333333333
Indiana,Leisure and Hospitality,2017,13.779166666666663
Indiana,Leisure and Hospitality,2018,14.267142857142858
Indiana,Manufacturing,2008,22.615000000000006
Indiana,Manufacturing,2009,22.734166666666667
Indiana,Manufacturing,2010,22.346666666666664
Indiana,Manufacturing,2011,22.676666666666662
Indiana,Manufacturing,2012,23.855
Indiana,Manufacturing,2013,24.029166666666665
Indiana,Manufacturing,2014,24.651666666666667
Indiana,Manufacturing,2015,24.83666666666667
Indiana,Manufacturing,2016,25.386666666666667
Indiana,Manufacturing,2017,26.10666666666667
Indiana,Manufacturing,2018,26.711428571428566
Indiana,Other Services,2008,16.885
Indiana,Other Services,2009,18.217499999999998
Indiana,Other Services,2010,18.7775
Indiana,Other Services,2011,17.565
Indiana,Other Services,2012,17.1525
Indiana,Other Services,2013,17.437500000000004
Indiana,Other Services,2014,17.680000000000003
Indiana,Other Services,2015,17.8725
Indiana,Other Services,2016,19.869999999999997
Indiana,Other Services,2017,21.450833333333335
Indiana,Other Services,2018,23.884285714285713
Indiana,Professional and Business Services,2008,19.617500000000003
Indiana,Professional and Business Services,2009,20.723333333333336
Indiana,Professional and Business Services,2010,19.74833333333333
Indiana,Professional and Business Services,2011,21.080833333333334
Indiana,Professional and Business Services,2012,21.252499999999994
Indiana,Professional and Business Services,2013,21.61916666666667
Indiana,Professional and Business Services,2014,24.023333333333337
Indiana,Professional and Business Services,2015,25.19083333333333
Indiana,Professional and Business Services,2016,25.849999999999998
Indiana,Professional and Business Services,2017,26.270833333333332
Indiana,Professional and Business Services,2018,26.127142857142854
Indiana,Trade Transportation and Utilities,2008,17.564166666666665
Indiana,Trade Transportation and Utilities,2009,18.540000000000003
Indiana,Trade Transportation and Utilities,2010,19.462499999999995
Indiana,Trade Transportation and Utilities,2011,19.40833333333334
Indiana,Trade Transportation and Utilities,2012,19.320833333333336
Indiana,Trade Transportation and Utilities,2013,19.922499999999996
Indiana,Trade Transportation and Utilities,2014,20.594999999999995
Indiana,Trade Transportation and Utilities,2015,20.469166666666666
Indiana,Trade Transportation and Utilities,2016,20.720833333333335
Indiana,Trade Transportation and Utilities,2017,20.911666666666665
Indiana,Trade Transportation and Utilities,2018,21.718571428571433
Iowa,Construction,2008,20.959166666666672
Iowa,Construction,2009,22.168333333333337
Iowa,Construction,2010,22.592499999999998
Iowa,Construction,2011,22.4225
Iowa,Construction,2012,23.06333333333333
Iowa,Construction,2013,24.076666666666668
Iowa,Construction,2014,24.931666666666672
Iowa,Construction,2015,26.169999999999998
Iowa,Construction,2016,30.25666666666667
Iowa,Construction,2017,26.850833333333338
Iowa,Construction,2018,26.344285714285714
Iowa,Financial Activities,2008,24.950000000000006
Iowa,Financial Activities,2009,25.717500000000005
Iowa,Financial Activities,2010,25.50583333333333
Iowa,Financial Activities,2011,25.89916666666667
Iowa,Financial Activities,2012,27.1075
Iowa,Financial Activities,2013,28.87
Iowa,Financial Activities,2014,28.150833333333335
Iowa,Financial Activities,2015,28.06916666666667
Iowa,Financial Activities,2016,29.59416666666667
Iowa,Financial Activities,2017,30.64833333333333
Iowa,Financial Activities,2018,31.63714285714286
Iowa,Leisure and Hospitality,2008,11.328333333333333
Iowa,Leisure and Hospitality,2009,11.829166666666666
Iowa,Leisure and Hospitality,2010,11.813333333333333
Iowa,Leisure and Hospitality,2011,11.7275
Iowa,Leisure and Hospitality,2012,12.008333333333335
Iowa,Leisure and Hospitality,2013,12.284166666666664
Iowa,Leisure and Hospitality,2014,12.4
Iowa,Leisure and Hospitality,2015,12.519166666666663
Iowa,Leisure and Hospitality,2016,12.7825
Iowa,Leisure and Hospitality,2017,12.915833333333333
Iowa,Leisure and Hospitality,2018,13.434285714285712
Iowa,Manufacturing,2008,18.258333333333336
Iowa,Manufacturing,2009,20.168333333333333
Iowa,Manufacturing,2010,20.385833333333334
Iowa,Manufacturing,2011,19.920833333333334
Iowa,Manufacturing,2012,21.046666666666667
Iowa,Manufacturing,2013,21.519166666666667
Iowa,Manufacturing,2014,22.510000000000005
Iowa,Manufacturing,2015,23.7625
Iowa,Manufacturing,2016,24.131666666666664
Iowa,Manufacturing,2017,25.135833333333334
Iowa,Manufacturing,2018,25.685714285714287
Iowa,Other Services,2008,14.7575
Iowa,Other Services,2009,15.863333333333335
Iowa,Other Services,2010,16.791666666666668
Iowa,Other Services,2011,18.2075
Iowa,Other Services,2012,19.1525
Iowa,Other Services,2013,19.070833333333336
Iowa,Other Services,2014,19.63083333333333
Iowa,Other Services,2015,20.673333333333336
Iowa,Other Services,2016,19.5225
Iowa,Other Services,2017,18.594166666666666
Iowa,Other Services,2018,18.845714285714283
Iowa,Professional and Business Services,2008,21.225
Iowa,Professional and Business Services,2009,22.0175
Iowa,Professional and Business Services,2010,21.415833333333335
Iowa,Professional and Business Services,2011,21.345
Iowa,Professional and Business Services,2012,20.58583333333333
Iowa,Professional and Business Services,2013,22.29833333333333
Iowa,Professional and Business Services,2014,23.578333333333333
Iowa,Professional and Business Services,2015,24.0825
Iowa,Professional and Business Services,2016,24.439166666666665
Iowa,Professional and Business Services,2017,25.695833333333336
Iowa,Professional and Business Services,2018,26.09714285714286
Iowa,Trade Transportation and Utilities,2008,16.364166666666666
Iowa,Trade Transportation and Utilities,2009,17.775833333333335
Iowa,Trade Transportation and Utilities,2010,16.904166666666665
Iowa,Trade Transportation and Utilities,2011,17.49
Iowa,Trade Transportation and Utilities,2012,17.88083333333333
Iowa,Trade Transportation and Utilities,2013,18.235000000000003
Iowa,Trade Transportation and Utilities,2014,19.01
Iowa,Trade Transportation and Utilities,2015,20.16333333333333
Iowa,Trade Transportation and Utilities,2016,21.085833333333337
Iowa,Trade Transportation and Utilities,2017,21.223333333333333
Iowa,Trade Transportation and Utilities,2018,21.502857142857142
Kansas,Construction,2008,20.7925
Kansas,Construction,2009,22.308333333333334
Kansas,Construction,2010,22.009166666666662
Kansas,Construction,2011,21.794999999999998
Kansas,Construction,2012,22.886666666666674
Kansas,Construction,2013,22.664166666666663
Kansas,Construction,2014,23.9725
Kansas,Construction,2015,24.235
Kansas,Construction,2016,25.175
Kansas,Construction,2017,25.610833333333332
Kansas,Construction,2018,25.942857142857143
Kansas,Financial Activities,2008,21.55666666666667
Kansas,Financial Activities,2009,22.455
Kansas,Financial Activities,2010,23.51666666666667
Kansas,Financial Activities,2011,23.405833333333334
Kansas,Financial Activities,2012,23.92916666666667
Kansas,Financial Activities,2013,25.159999999999997
Kansas,Financial Activities,2014,27.38083333333334
Kansas,Financial Activities,2015,26.848333333333333
Kansas,Financial Activities,2016,27.515
Kansas,Financial Activities,2017,28.345833333333335
Kansas,Financial Activities,2018,30.684285714285718
Kansas,Leisure and Hospitality,2008,10.671666666666667
Kansas,Leisure and Hospitality,2009,10.838333333333333
Kansas,Leisure and Hospitality,2010,10.880833333333333
Kansas,Leisure and Hospitality,2011,11.226666666666667
Kansas,Leisure and Hospitality,2012,11.241666666666667
Kansas,Leisure and Hospitality,2013,11.277500000000002
Kansas,Leisure and Hospitality,2014,11.665833333333333
Kansas,Leisure and Hospitality,2015,11.919166666666664
Kansas,Leisure and Hospitality,2016,12.027499999999998
Kansas,Leisure and Hospitality,2017,12.397499999999999
Kansas,Leisure and Hospitality,2018,12.957142857142856
Kansas,Manufacturing,2008,22.75583333333333
Kansas,Manufacturing,2009,21.767500000000002
Kansas,Manufacturing,2010,21.245833333333334
Kansas,Manufacturing,2011,21.935833333333335
Kansas,Manufacturing,2012,21.59583333333333
Kansas,Manufacturing,2013,21.566666666666663
Kansas,Manufacturing,2014,23.5425
Kansas,Manufacturing,2015,24.0925
Kansas,Manufacturing,2016,24.586666666666662
Kansas,Manufacturing,2017,23.636666666666667
Kansas,Manufacturing,2018,23.668571428571433
Kansas,Other Services,2008,18.76583333333333
Kansas,Other Services,2009,20.98416666666667
Kansas,Other Services,2010,19.918333333333333
Kansas,Other Services,2011,19.395
Kansas,Other Services,2012,19.874166666666667
Kansas,Other Services,2013,21.125833333333333
Kansas,Other Services,2014,21.661666666666665
Kansas,Other Services,2015,21.154999999999998
Kansas,Other Services,2016,21.83583333333334
Kansas,Other Services,2017,21.0675
Kansas,Other Services,2018,21.524285714285718
Kansas,Professional and Business Services,2008,25.210000000000004
Kansas,Professional and Business Services,2009,25.54166666666667
Kansas,Professional and Business Services,2010,24.4525
Kansas,Professional and Business Services,2011,25.10166666666667
Kansas,Professional and Business Services,2012,24.49333333333334
Kansas,Professional and Business Services,2013,23.83333333333334
Kansas,Professional and Business Services,2014,23.659166666666664
Kansas,Professional and Business Services,2015,24.908333333333335
Kansas,Professional and Business Services,2016,25.336666666666662
Kansas,Professional and Business Services,2017,26.819999999999997
Kansas,Professional and Business Services,2018,28.388571428571428
Kansas,Trade Transportation and Utilities,2008,17.736666666666668
Kansas,Trade Transportation and Utilities,2009,18.179166666666664
Kansas,Trade Transportation and Utilities,2010,18.143333333333334
Kansas,Trade Transportation and Utilities,2011,18.736666666666668
Kansas,Trade Transportation and Utilities,2012,19.900833333333335
Kansas,Trade Transportation and Utilities,2013,20.63
Kansas,Trade Transportation and Utilities,2014,20.52916666666667
Kansas,Trade Transportation and Utilities,2015,21.729166666666668
Kansas,Trade Transportation and Utilities,2016,21.897499999999997
Kansas,Trade Transportation and Utilities,2017,22.1375
Kansas,Trade Transportation and Utilities,2018,22.14142857142857
Kentucky,Construction,2008,20.625
Kentucky,Construction,2009,20.878333333333334
Kentucky,Construction,2010,22.269166666666667
Kentucky,Construction,2011,22.044166666666666
Kentucky,Construction,2012,22.30083333333333
Kentucky,Construction,2013,21.226666666666667
Kentucky,Construction,2014,21.679166666666664
Kentucky,Construction,2015,23.703333333333333
Kentucky,Construction,2016,24.2525
Kentucky,Construction,2017,24.99083333333333
Kentucky,Construction,2018,25.477142857142855
Kentucky,Financial Activities,2008,21.476666666666663
Kentucky,Financial Activities,2009,21.5775
Kentucky,Financial Activities,2010,21.523333333333337
Kentucky,Financial Activities,2011,20.90666666666667
Kentucky,Financial Activities,2012,21.620833333333337
Kentucky,Financial Activities,2013,22.6225
Kentucky,Financial Activities,2014,22.299166666666665
Kentucky,Financial Activities,2015,22.7475
Kentucky,Financial Activities,2016,23.909999999999997
Kentucky,Financial Activities,2017,26.597499999999997
Kentucky,Financial Activities,2018,27.744285714285716
Kentucky,Leisure and Hospitality,2008,10.085
Kentucky,Leisure and Hospitality,2009,10.569999999999999
Kentucky,Leisure and Hospitality,2010,10.555
Kentucky,Leisure and Hospitality,2011,10.725833333333334
Kentucky,Leisure and Hospitality,2012,10.574166666666667
Kentucky,Leisure and Hospitality,2013,10.411666666666667
Kentucky,Leisure and Hospitality,2014,10.928333333333335
Kentucky,Leisure and Hospitality,2015,11.405000000000001
Kentucky,Leisure and Hospitality,2016,11.644166666666669
Kentucky,Leisure and Hospitality,2017,12.201666666666668
Kentucky,Leisure and Hospitality,2018,12.565714285714288
Kentucky,Manufacturing,2008,19.601666666666663
Kentucky,Manufacturing,2009,21.525833333333335
Kentucky,Manufacturing,2010,21.730000000000004
Kentucky,Manufacturing,2011,20.610833333333336
Kentucky,Manufacturing,2012,20.253333333333334
Kentucky,Manufacturing,2013,20.628333333333334
Kentucky,Manufacturing,2014,21.709166666666665
Kentucky,Manufacturing,2015,22.076666666666664
Kentucky,Manufacturing,2016,21.985833333333336
Kentucky,Manufacturing,2017,22.24
Kentucky,Manufacturing,2018,21.732857142857142
Kentucky,Professional and Business Services,2008,19.44166666666667
Kentucky,Professional and Business Services,2009,20.337500000000002
Kentucky,Professional and Business Services,2010,21.55916666666667
Kentucky,Professional and Business Services,2011,21.324166666666667
Kentucky,Professional and Business Services,2012,20.625833333333336
Kentucky,Professional and Business Services,2013,20.68166666666667
Kentucky,Professional and Business Services,2014,20.74083333333333
Kentucky,Professional and Business Services,2015,21.698333333333327
Kentucky,Professional and Business Services,2016,22.459166666666665
Kentucky,Professional and Business Services,2017,23.308333333333326
Kentucky,Professional and Business Services,2018,23.634285714285713
Kentucky,Trade Transportation and Utilities,2008,15.809999999999997
Kentucky,Trade Transportation and Utilities,2009,16.409166666666668
Kentucky,Trade Transportation and Utilities,2010,17.226666666666663
Kentucky,Trade Transportation and Utilities,2011,17.745
Kentucky,Trade Transportation and Utilities,2012,17.661666666666665
Kentucky,Trade Transportation and Utilities,2013,18.381666666666664
Kentucky,Trade Transportation and Utilities,2014,19.640833333333333
Kentucky,Trade Transportation and Utilities,2015,20.060833333333335
Kentucky,Trade Transportation and Utilities,2016,20.395833333333332
Kentucky,Trade Transportation and Utilities,2017,20.964166666666667
Kentucky,Trade Transportation and Utilities,2018,21.13
Louisiana,Construction,2008,21.268333333333334
Louisiana,Construction,2009,20.994999999999994
Louisiana,Construction,2010,21.224166666666665
Louisiana,Construction,2011,22.2375
Louisiana,Construction,2012,23.1975
Louisiana,Construction,2013,23.9375
Louisiana,Construction,2014,24.63083333333334
Louisiana,Construction,2015,24.950000000000003
Louisiana,Construction,2016,25.94583333333333
Louisiana,Construction,2017,26.394999999999996
Louisiana,Construction,2018,26.437142857142856
Louisiana,Financial Activities,2008,19.365000000000002
Louisiana,Financial Activities,2009,19.81416666666667
Louisiana,Financial Activities,2010,19.241666666666667
Louisiana,Financial Activities,2011,19.360000000000003
Louisiana,Financial Activities,2012,19.5725
Louisiana,Financial Activities,2013,21.140833333333337
Louisiana,Financial Activities,2014,22.508333333333336
Louisiana,Financial Activities,2015,24.586666666666662
Louisiana,Financial Activities,2016,25.855000000000004
Louisiana,Financial Activities,2017,26.796666666666667
Louisiana,Financial Activities,2018,26.99285714285714
Louisiana,Leisure and Hospitality,2008,11.849166666666669
Louisiana,Leisure and Hospitality,2009,11.8225
Louisiana,Leisure and Hospitality,2010,12.048333333333334
Louisiana,Leisure and Hospitality,2011,12.140833333333333
Louisiana,Leisure and Hospitality,2012,12.223333333333334
Louisiana,Leisure and Hospitality,2013,12.466666666666667
Louisiana,Leisure and Hospitality,2014,12.784166666666666
Louisiana,Leisure and Hospitality,2015,13.060833333333335
Louisiana,Leisure and Hospitality,2016,13.394166666666665
Louisiana,Leisure and Hospitality,2017,13.39
Louisiana,Leisure and Hospitality,2018,13.53
Louisiana,Manufacturing,2008,23.55583333333333
Louisiana,Manufacturing,2009,23.50833333333333
Louisiana,Manufacturing,2010,23.804166666666664
Louisiana,Manufacturing,2011,24.94333333333333
Louisiana,Manufacturing,2012,25.000833333333333
Louisiana,Manufacturing,2013,26.30666666666667
Louisiana,Manufacturing,2014,26.066666666666666
Louisiana,Manufacturing,2015,25.935833333333324
Louisiana,Manufacturing,2016,26.07416666666667
Louisiana,Manufacturing,2017,25.938333333333333
Louisiana,Manufacturing,2018,25.740000000000002
Louisiana,Professional and Business Services,2008,23.77
Louisiana,Professional and Business Services,2009,23.500833333333336
Louisiana,Professional and Business Services,2010,23.830000000000002
Louisiana,Professional and Business Services,2011,24.79583333333333
Louisiana,Professional and Business Services,2012,25.382500000000004
Louisiana,Professional and Business Services,2013,25.521666666666665
Louisiana,Professional and Business Services,2014,25.563333333333333
Louisiana,Professional and Business Services,2015,25.8125
Louisiana,Professional and Business Services,2016,25.551666666666666
Louisiana,Professional and Business Services,2017,26.140833333333333
Louisiana,Professional and Business Services,2018,26.21285714285715
Louisiana,Trade Transportation and Utilities,2008,15.471666666666666
Louisiana,Trade Transportation and Utilities,2009,16.73
Louisiana,Trade Transportation and Utilities,2010,17.518333333333334
Louisiana,Trade Transportation and Utilities,2011,18.82916666666667
Louisiana,Trade Transportation and Utilities,2012,20.165
Louisiana,Trade Transportation and Utilities,2013,20.278333333333332
Louisiana,Trade Transportation and Utilities,2014,20.839166666666667
Louisiana,Trade Transportation and Utilities,2015,20.7275
Louisiana,Trade Transportation and Utilities,2016,20.258333333333336
Louisiana,Trade Transportation and Utilities,2017,20.40416666666667
Louisiana,Trade Transportation and Utilities,2018,21.28142857142857
Maine,Construction,2008,19.12
Maine,Construction,2009,19.854166666666668
Maine,Construction,2010,19.94333333333333
Maine,Construction,2011,21.175
Maine,Construction,2012,23.035833333333333
Maine,Construction,2013,22.319999999999993
Maine,Construction,2014,22.415000000000003
Maine,Construction,2015,22.665000000000003
Maine,Construction,2016,23.438333333333336
Maine,Construction,2017,23.964999999999993
Maine,Construction,2018,24.465714285714284
Maine,Leisure and Hospitality,2008,12.258333333333335
Maine,Leisure and Hospitality,2009,12.476666666666665
Maine,Leisure and Hospitality,2010,12.564166666666667
Maine,Leisure and Hospitality,2011,12.793333333333331
Maine,Leisure and Hospitality,2012,12.853333333333333
Maine,Leisure and Hospitality,2013,13.094166666666668
Maine,Leisure and Hospitality,2014,13.344166666666666
Maine,Leisure and Hospitality,2015,13.762500000000001
Maine,Leisure and Hospitality,2016,14.454166666666666
Maine,Leisure and Hospitality,2017,15.406666666666666
Maine,Leisure and Hospitality,2018,16.10857142857143
Maine,Manufacturing,2008,21.658333333333335
Maine,Manufacturing,2009,22.30583333333333
Maine,Manufacturing,2010,22.834999999999997
Maine,Manufacturing,2011,23.066666666666666
Maine,Manufacturing,2012,23.6125
Maine,Manufacturing,2013,24.105833333333333
Maine,Manufacturing,2014,24.299166666666665
Maine,Manufacturing,2015,23.8275
Maine,Manufacturing,2016,23.92583333333334
Maine,Manufacturing,2017,24.271666666666672
Maine,Manufacturing,2018,24.43857142857143
Maine,Professional and Business Services,2008,22.549999999999997
Maine,Professional and Business Services,2009,22.132499999999997
Maine,Professional and Business Services,2010,22.33
Maine,Professional and Business Services,2011,22.239166666666666
Maine,Professional and Business Services,2012,23.033333333333335
Maine,Professional and Business Services,2013,22.855833333333337
Maine,Professional and Business Services,2014,23.837500000000002
Maine,Professional and Business Services,2015,24.25166666666667
Maine,Professional and Business Services,2016,24.763333333333332
Maine,Professional and Business Services,2017,26.151666666666667
Maine,Professional and Business Services,2018,26.880000000000003
Maine,Trade Transportation and Utilities,2008,17.183333333333334
Maine,Trade Transportation and Utilities,2009,17.613333333333333
Maine,Trade Transportation and Utilities,2010,17.563333333333336
Maine,Trade Transportation and Utilities,2011,17.592499999999998
Maine,Trade Transportation and Utilities,2012,18.479166666666668
Maine,Trade Transportation and Utilities,2013,18.706666666666667
Maine,Trade Transportation and Utilities,2014,19.209166666666665
Maine,Trade Transportation and Utilities,2015,20.084999999999997
Maine,Trade Transportation and Utilities,2016,20.220833333333335
Maine,Trade Transportation and Utilities,2017,20.516666666666666
Maine,Trade Transportation and Utilities,2018,20.148571428571426
Maryland,Financial Activities,2008,28.17
Maryland,Financial Activities,2009,28.7925
Maryland,Financial Activities,2010,27.6725
Maryland,Financial Activities,2011,26.17083333333333
Maryland,Financial Activities,2012,28.356666666666666
Maryland,Financial Activities,2013,31.891666666666666
Maryland,Financial Activities,2014,32.994166666666665
Maryland,Financial Activities,2015,35.75166666666667
Maryland,Financial Activities,2016,38.27333333333333
Maryland,Financial Activities,2017,38.54416666666666
Maryland,Financial Activities,2018,38.214285714285715
Maryland,Leisure and Hospitality,2008,16.065833333333334
Maryland,Leisure and Hospitality,2009,14.569166666666666
Maryland,Leisure and Hospitality,2010,14.823333333333332
Maryland,Leisure and Hospitality,2011,14.890833333333335
Maryland,Leisure and Hospitality,2012,14.22
Maryland,Leisure and Hospitality,2013,14.234166666666665
Maryland,Leisure and Hospitality,2014,14.89
Maryland,Leisure and Hospitality,2015,15.209166666666667
Maryland,Leisure and Hospitality,2016,15.128333333333332
Maryland,Leisure and Hospitality,2017,15.145833333333334
Maryland,Leisure and Hospitality,2018,15.127142857142857
Maryland,Manufacturing,2008,23.199166666666667
Maryland,Manufacturing,2009,23.395
Maryland,Manufacturing,2010,24.129166666666663
Maryland,Manufacturing,2011,23.367499999999993
Maryland,Manufacturing,2012,22.450833333333332
Maryland,Manufacturing,2013,24.360833333333332
Maryland,Manufacturing,2014,25.613333333333333
Maryland,Manufacturing,2015,25.704166666666666
Maryland,Manufacturing,2016,26.6125
Maryland,Manufacturing,2017,27.839166666666667
Maryland,Manufacturing,2018,27.967142857142854
Maryland,Other Services,2008,20.3
Maryland,Other Services,2009,21.595
Maryland,Other Services,2010,21.949166666666667
Maryland,Other Services,2011,21.289999999999996
Maryland,Other Services,2012,20.771666666666665
Maryland,Other Services,2013,23.304999999999996
Maryland,Other Services,2014,24.73
Maryland,Other Services,2015,26.515000000000004
Maryland,Other Services,2016,28.633333333333336
Maryland,Other Services,2017,29.6525
Maryland,Other Services,2018,30.572857142857142
Maryland,Professional and Business Services,2008,31.285833333333333
Maryland,Professional and Business Services,2009,33.160833333333336
Maryland,Professional and Business Services,2010,34.08
Maryland,Professional and Business Services,2011,34.032500000000006
Maryland,Professional and Business Services,2012,33.51
Maryland,Professional and Business Services,2013,33.028333333333336
Maryland,Professional and Business Services,2014,34.30416666666667
Maryland,Professional and Business Services,2015,33.85916666666667
Maryland,Professional and Business Services,2016,32.626666666666665
Maryland,Professional and Business Services,2017,34.4475
Maryland,Professional and Business Services,2018,35.11714285714286
Maryland,Trade Transportation and Utilities,2008,18.388333333333332
Maryland,Trade Transportation and Utilities,2009,19.299999999999997
Maryland,Trade Transportation and Utilities,2010,20.039166666666667
Maryland,Trade Transportation and Utilities,2011,19.61583333333333
Maryland,Trade Transportation and Utilities,2012,19.1375
Maryland,Trade Transportation and Utilities,2013,20.165000000000003
Maryland,Trade Transportation and Utilities,2014,20.9075
Maryland,Trade Transportation and Utilities,2015,22.34166666666667
Maryland,Trade Transportation and Utilities,2016,23.458333333333332
Maryland,Trade Transportation and Utilities,2017,24.33666666666667
Maryland,Trade Transportation and Utilities,2018,24.38285714285714
Massachusetts,Construction,2008,30.729999999999993
Massachusetts,Construction,2009,32.092499999999994
Massachusetts,Construction,2010,33.44
Massachusetts,Construction,2011,33.31666666666667
Massachusetts,Construction,2012,33.6725
Massachusetts,Construction,2013,33.5825
Massachusetts,Construction,2014,34.635
Massachusetts,Construction,2015,36.355
Massachusetts,Construction,2016,36.605
Massachusetts,Construction,2017,36.99916666666667
Massachusetts,Construction,2018,37.050000000000004
Massachusetts,Financial Activities,2008,29.42833333333333
Massachusetts,Financial Activities,2009,31.3325
Massachusetts,Financial Activities,2010,32.0025
Massachusetts,Financial Activities,2011,33.60166666666667
Massachusetts,Financial Activities,2012,34.69
Massachusetts,Financial Activities,2013,34.439166666666665
Massachusetts,Financial Activities,2014,35.86833333333333
Massachusetts,Financial Activities,2015,38.05083333333334
Massachusetts,Financial Activities,2016,39.94166666666666
Massachusetts,Financial Activities,2017,41.83083333333334
Massachusetts,Financial Activities,2018,42.712857142857146
Massachusetts,Information,2008,35.76416666666666
Massachusetts,Information,2009,34.6575
Massachusetts,Information,2010,35.73666666666667
Massachusetts,Information,2011,37.79333333333333
Massachusetts,Information,2012,41.042500000000004
Massachusetts,Information,2013,42.805
Massachusetts,Information,2014,42.660000000000004
Massachusetts,Information,2015,45.46666666666666
Massachusetts,Information,2016,45.39916666666667
Massachusetts,Information,2017,45.793333333333344
Massachusetts,Information,2018,47.14857142857142
Massachusetts,Leisure and Hospitality,2008,15.554166666666665
Massachusetts,Leisure and Hospitality,2009,15.644166666666669
Massachusetts,Leisure and Hospitality,2010,15.339999999999998
Massachusetts,Leisure and Hospitality,2011,15.079999999999998
